108.781, 129.486, 0.029, 138.207 False
108.778, 129.486, 0.026, 138.253 False
108.777, 129.486, 0.025, 138.653 False
108.775, 129.486, 0.022, 138.703 False
108.774, 129.486, 0.003, 139.103 False
108.776, 129.486, -0.027, 139.146 False
108.777, 129.486, -0.016, 139.546 False
108.778, 129.486, -0.010, 139.589 False
108.779, 129.486, -0.001, 139.989 False
108.778, 129.486, 0.010, 140.040 False
108.777, 129.486, 0.013, 140.440 False
108.776, 129.486, 0.015, 140.500 False
108.773, 129.486, 0.016, 140.900 False
108.771, 129.487, 0.008, 140.971 False
108.769, 129.487, 0.029, 141.371 False
108.768, 129.488, 0.020, 141.439 False
108.767, 129.488, 0.012, 141.839 False
108.765, 129.490, 0.008, 141.931 False
108.763, 129.492, 0.030, 142.331 False
108.760, 129.494, 0.036, 142.408 False
108.754, 129.499, 0.128, 142.808 False
108.730, 129.516, 0.295, 142.873 False
108.711, 129.529, 0.329, 143.273 False
108.674, 129.550, 0.409, 143.337 False
108.646, 129.565, 0.450, 143.737 False
108.589, 129.590, 0.673, 143.813 False
108.534, 129.611, 0.758, 144.213 False
108.460, 129.633, 0.772, 144.288 False
108.399, 129.648, 0.867, 144.688 False
108.302, 129.667, 1.023, 144.783 False
108.198, 129.690, 1.153, 145.183 False
108.078, 129.707, 1.242, 145.271 False
107.965, 129.728, 1.338, 145.671 False
107.829, 129.748, 1.391, 145.753 False
107.714, 129.769, 1.453, 146.153 False
107.567, 129.791, 1.526, 146.230 False
107.449, 129.812, 1.583, 146.630 False
107.289, 129.836, 1.635, 146.707 False
107.162, 129.858, 1.693, 147.107 False
106.991, 129.883, 1.760, 147.187 False
106.849, 129.907, 1.831, 147.587 False
106.663, 129.934, 1.912, 147.678 False
106.485, 129.960, 2.016, 148.078 False
106.281, 129.990, 2.092, 148.153 False
106.123, 130.009, 2.144, 148.553 False
105.909, 130.039, 2.187, 148.621 False
105.758, 130.055, 2.234, 149.021 False
105.533, 130.084, 2.310, 149.114 False
105.315, 130.108, 2.382, 149.514 False
105.074, 130.137, 2.454, 149.591 False
104.884, 130.158, 2.480, 149.991 False
104.638, 130.187, 2.498, 150.391 False
104.388, 130.214, 2.531, 150.791 False
104.134, 130.242, 2.566, 150.877 False
103.915, 130.262, 2.571, 151.277 False
103.659, 130.288, 2.569, 151.352 False
103.469, 130.298, 2.552, 151.752 False
103.213, 130.305, 2.557, 151.841 False
102.986, 130.302, 2.550, 152.241 False
102.730, 130.305, 2.562, 152.330 False
102.502, 130.307, 2.558, 152.730 False
102.247, 130.314, 2.551, 152.828 False
101.998, 130.311, 2.537, 153.228 False
101.744, 130.310, 2.538, 153.315 False
101.525, 130.297, 2.506, 153.715 False
101.273, 130.279, 2.520, 154.115 False
101.023, 130.248, 2.501, 154.515 False
100.772, 130.225, 2.526, 154.599 False
100.562, 130.198, 2.510, 154.999 False
100.312, 130.169, 2.512, 155.399 False
100.065, 130.126, 2.490, 155.799 False
99.817, 130.088, 2.510, 155.866 False
99.652, 130.055, 2.482, 156.266 False
99.410, 129.994, 2.479, 156.666 False
99.172, 129.918, 2.465, 157.066 False
98.929, 129.853, 2.525, 157.144 False
98.742, 129.793, 2.487, 157.544 False
98.507, 129.709, 2.484, 157.944 False
98.278, 129.611, 2.459, 158.344 False
98.043, 129.521, 2.528, 158.744 False
97.812, 129.416, 2.492, 159.144 False
97.583, 129.306, 2.529, 159.244 False
97.363, 129.182, 2.487, 159.644 False
97.140, 129.062, 2.529, 159.730 False
96.955, 128.947, 2.471, 160.130 False
96.745, 128.808, 2.497, 160.198 False
96.607, 128.705, 2.467, 160.598 False
96.402, 128.556, 2.523, 160.695 False
96.208, 128.403, 2.508, 161.095 False
96.004, 128.252, 2.536, 161.495 False
95.811, 128.088, 2.487, 161.895 False
95.617, 127.925, 2.535, 161.986 False
95.449, 127.765, 2.487, 162.386 False
95.267, 127.590, 2.516, 162.786 False
95.097, 127.404, 2.484, 163.186 False
94.922, 127.220, 2.541, 163.586 False
94.761, 127.023, 2.475, 163.986 False
94.612, 126.819, 2.500, 164.057 False
94.511, 126.668, 2.504, 164.457 False
94.360, 126.461, 2.559, 164.549 False
94.230, 126.265, 2.523, 164.949 False
94.082, 126.059, 2.536, 165.040 False
93.959, 125.866, 2.491, 165.440 False
93.823, 125.654, 2.519, 165.840 False
93.700, 125.434, 2.492, 166.240 False
93.573, 125.215, 2.531, 166.640 False
93.459, 124.989, 2.501, 167.040 False
93.343, 124.763, 2.533, 167.135 False
93.248, 124.544, 2.466, 167.535 False
93.160, 124.310, 2.479, 167.611 False
93.097, 124.129, 2.494, 168.011 False
93.003, 123.893, 2.541, 168.411 False
92.923, 123.652, 2.505, 168.811 False
92.841, 123.412, 2.533, 168.901 False
92.774, 123.194, 2.519, 169.301 False
92.691, 122.955, 2.528, 169.385 False
92.631, 122.752, 2.499, 169.785 False
92.559, 122.508, 2.496, 169.883 False
92.500, 122.268, 2.493, 170.283 False
92.433, 122.025, 2.524, 170.683 False
92.379, 121.779, 2.508, 171.083 False
92.320, 121.534, 2.523, 171.163 False
92.286, 121.339, 2.495, 171.563 False
92.256, 121.091, 2.486, 171.641 False
92.231, 120.897, 2.505, 172.041 False
92.190, 120.647, 2.527, 172.441 False
92.155, 120.397, 2.519, 172.841 False
92.111, 120.148, 2.520, 172.928 False
92.081, 119.931, 2.502, 173.328 False
92.048, 119.682, 2.505, 173.425 False
92.022, 119.441, 2.497, 173.825 False
91.988, 119.193, 2.504, 174.225 False
91.966, 118.946, 2.510, 174.625 False
91.939, 118.695, 2.494, 174.722 False
91.929, 118.453, 2.470, 175.122 False
91.920, 118.204, 2.498, 175.205 False
91.913, 117.995, 2.502, 175.605 False
91.896, 117.745, 2.503, 175.698 False
91.885, 117.512, 2.499, 176.098 False
91.868, 117.263, 2.503, 176.498 False
91.859, 117.013, 2.499, 176.898 False
91.845, 116.763, 2.504, 177.298 False
91.838, 116.513, 2.500, 177.698 False
91.827, 116.262, 2.504, 178.098 False
91.823, 116.012, 2.501, 178.498 False
91.817, 115.762, 2.503, 178.574 False
91.820, 115.573, 2.493, 178.974 False
91.824, 115.323, 2.500, 179.070 False
91.827, 115.083, 2.503, 179.470 False
91.826, 114.833, 2.503, 179.565 False
91.830, 114.595, 2.500, 179.965 False
91.831, 114.344, 2.503, 180.050 False
91.833, 114.132, 2.502, 180.450 False
91.834, 113.882, 2.503, 180.545 False
91.838, 113.645, 2.502, 180.945 False
91.840, 113.394, 2.503, 181.031 False
91.844, 113.179, 2.502, 181.431 False
91.847, 112.929, 2.502, 181.831 False
91.858, 112.679, 2.498, 182.231 False
91.864, 112.429, 2.501, 182.322 False
91.869, 112.202, 2.502, 182.722 False
91.874, 111.952, 2.502, 182.820 False
91.883, 111.706, 2.500, 183.220 False
91.890, 111.456, 2.501, 183.620 False
91.896, 111.206, 2.501, 184.020 False
91.902, 110.956, 2.501, 184.420 False
91.909, 110.706, 2.501, 184.820 False
91.915, 110.456, 2.501, 185.220 False
91.922, 110.206, 2.501, 185.620 False
91.928, 109.956, 2.501, 185.699 False
91.938, 109.760, 2.500, 186.099 False
91.946, 109.510, 2.501, 186.189 False
91.957, 109.284, 2.501, 186.589 False
91.967, 109.034, 2.501, 186.674 False
91.974, 108.821, 2.501, 187.074 False
91.983, 108.571, 2.501, 187.474 False
91.992, 108.321, 2.501, 187.874 False
92.000, 108.072, 2.500, 188.274 False
92.009, 107.822, 2.500, 188.674 False
92.018, 107.572, 2.499, 189.074 False
92.026, 107.322, 2.499, 189.474 False
92.035, 107.072, 2.499, 189.874 False
92.047, 106.823, 2.499, 190.274 False
92.056, 106.573, 2.500, 190.367 False
92.065, 106.341, 2.501, 190.767 False
92.075, 106.091, 2.501, 190.858 False
92.083, 105.863, 2.501, 191.258 False
92.092, 105.613, 2.501, 191.658 False
92.101, 105.363, 2.500, 192.058 False
92.110, 105.113, 2.499, 192.458 False
92.119, 104.864, 2.499, 192.858 False
92.128, 104.614, 2.499, 193.258 False
92.136, 104.364, 2.500, 193.658 False
92.145, 104.114, 2.500, 194.058 False
92.150, 103.864, 2.499, 194.458 False
92.158, 103.614, 2.500, 194.858 False
92.165, 103.364, 2.500, 195.258 False
92.173, 103.114, 2.500, 195.658 False
92.181, 102.865, 2.500, 196.058 False
92.188, 102.615, 2.500, 196.458 False
92.195, 102.365, 2.500, 196.858 False
92.203, 102.115, 2.500, 197.258 False
92.210, 101.865, 2.500, 197.658 False
92.217, 101.615, 2.500, 198.058 False
92.224, 101.365, 2.500, 198.458 False
92.231, 101.115, 2.500, 198.557 False
92.237, 100.868, 2.500, 198.957 False
92.244, 100.618, 2.500, 199.357 False
92.250, 100.368, 2.500, 199.757 False
92.253, 100.118, 2.499, 199.839 False
92.257, 99.913, 2.500, 200.239 False
92.263, 99.663, 2.501, 200.639 False
92.268, 99.413, 2.500, 201.039 False
92.273, 99.163, 2.500, 201.439 False
92.279, 98.913, 2.500, 201.839 False
92.280, 98.663, 2.499, 202.239 False
92.284, 98.413, 2.500, 202.639 False
92.288, 98.163, 2.500, 203.039 False
92.293, 97.914, 2.500, 203.439 False
92.293, 97.664, 2.499, 203.555 False
92.296, 97.414, 2.500, 203.955 False
92.299, 97.164, 2.500, 204.355 False
92.303, 96.914, 2.500, 204.755 False
92.306, 96.663, 2.500, 205.155 False
92.309, 96.413, 2.500, 205.555 False
92.312, 96.163, 2.500, 205.955 False
92.314, 95.914, 2.500, 206.355 False
92.317, 95.664, 2.500, 206.449 False
92.319, 95.428, 2.501, 206.849 False
92.322, 95.178, 2.501, 206.933 False
92.324, 94.968, 2.501, 207.333 False
92.326, 94.718, 2.501, 207.411 False
92.327, 94.523, 2.501, 207.811 False
92.329, 94.273, 2.500, 207.874 False
92.330, 94.115, 2.500, 208.274 False
92.332, 93.865, 2.500, 208.349 False
92.333, 93.677, 2.500, 208.749 False
92.335, 93.427, 2.500, 208.818 False
92.336, 93.255, 2.500, 209.218 False
92.337, 93.005, 2.500, 209.274 False
92.337, 92.866, 2.500, 209.674 False
92.335, 92.616, 2.499, 209.760 False
92.335, 92.400, 2.500, 210.160 False
92.336, 92.150, 2.500, 210.252 False
92.333, 91.921, 2.499, 210.652 False
92.333, 91.671, 2.500, 210.718 False
92.333, 91.506, 2.500, 211.118 False
92.334, 91.256, 2.499, 211.170 False
92.334, 91.127, 2.500, 211.570 False
92.334, 90.877, 2.500, 211.623 False
92.334, 90.745, 2.500, 212.023 False
92.335, 90.495, 2.500, 212.080 False
92.335, 90.353, 2.500, 212.480 False
92.335, 90.103, 2.500, 212.523 False
92.336, 89.996, 2.500, 212.923 False
