-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.016
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.082
-183.800, 80.200, -0.012,  0.115
-183.800, 80.199, 0.026,  0.148
-183.800, 80.198, 0.023,  0.181
-183.800, 80.197, 0.027,  0.214
-183.799, 80.193, 0.123,  0.247
-183.797, 80.185, 0.271,  0.280
-183.793, 80.173, 0.373,  0.313
-183.790, 80.158, 0.459,  0.346
-183.785, 80.136, 0.639,  0.379
-183.778, 80.107, 0.904,  0.412
-183.769, 80.070, 1.124,  0.445
-183.759, 80.028, 1.292,  0.478
-183.749, 79.980, 1.440,  0.511
-183.738, 79.930, 1.548,  0.544
-183.726, 79.877, 1.612,  0.577
-183.714, 79.823, 1.652,  0.610
-183.701, 79.769, 1.669,  0.643
-183.689, 79.714, 1.668,  0.676
-183.677, 79.661, 1.654,  0.709
-183.664, 79.608, 1.630,  0.742
-183.652, 79.556, 1.599,  0.775
-183.640, 79.506, 1.562,  0.808
-183.628, 79.457, 1.500,  0.841
-183.617, 79.411, 1.445,  0.874
-183.606, 79.366, 1.397,  0.907
-183.595, 79.322, 1.359,  0.940
-183.584, 79.279, 1.332,  0.973
-183.574, 79.236, 1.318,  1.006
-183.563, 79.194, 1.316,  1.039
-183.552, 79.151, 1.326,  1.072
-183.541, 79.107, 1.347,  1.105
-183.529, 79.063, 1.377,  1.138
-183.518, 79.017, 1.412,  1.171
-183.505, 78.970, 1.448,  1.204
-183.493, 78.922, 1.482,  1.237
-183.481, 78.873, 1.511,  1.270
-183.468, 78.823, 1.534,  1.303
-183.455, 78.773, 1.549,  1.336
-183.442, 78.722, 1.557,  1.369
-183.429, 78.672, 1.560,  1.402
-183.416, 78.622, 1.557,  1.435
-183.403, 78.572, 1.551,  1.468
-183.390, 78.522, 1.543,  1.501
-183.378, 78.472, 1.535,  1.534
-183.365, 78.423, 1.527,  1.567
-183.352, 78.374, 1.521,  1.600
-183.340, 78.325, 1.517,  1.633
-183.327, 78.276, 1.515,  1.666
-183.315, 78.227, 1.517,  1.699
-183.302, 78.178, 1.522,  1.732
