0.000000000000000000e+00, 5.067394804666706248e-02
1.000000000000000021e-02, 1.017971484182502440e-01
2.000000000000000042e-02, 1.533695697879004505e-01
2.999999999999999889e-02, 2.053911805544779146e-01
4.000000000000000083e-02, 2.578619488426296957e-01
5.000000000000000278e-02, 3.107818425028675557e-01
5.999999999999999778e-02, 3.641430789755544795e-01
7.000000000000000666e-02, 4.179353900127619204e-01
8.000000000000000167e-02, 4.721506475345658149e-01
8.999999999999999667e-02, 5.267809988828549006e-01
1.000000000000000056e-01, 5.818188521275705627e-01
1.100000000000000006e-01, 6.372568624493128997e-01
1.199999999999999956e-01, 6.930879194989835179e-01
1.300000000000000044e-01, 7.493051356461162271e-01
1.400000000000000133e-01, 8.059018350371228712e-01
1.499999999999999944e-01, 8.628715433930513878e-01
1.600000000000000033e-01, 9.202079784837934318e-01
1.700000000000000122e-01, 9.779050412221321764e-01
1.799999999999999933e-01, 1.035956807326704254e+00
1.900000000000000022e-01, 1.094357519507975995e+00
2.000000000000000111e-01, 1.153101580135780013e+00
2.099999999999999922e-01, 1.212183544350904363e+00
2.200000000000000011e-01, 1.271598113586740242e+00
2.300000000000000100e-01, 1.331340129470117262e+00
2.399999999999999911e-01, 1.391404568073255854e+00
2.500000000000000000e-01, 1.451786534491260383e+00
2.600000000000000089e-01, 1.512481257721819405e+00
2.700000000000000178e-01, 1.573484085825793244e+00
2.800000000000000266e-01, 1.634790481349177815e+00
2.899999999999999800e-01, 1.696396016988564792e+00
2.999999999999999889e-01, 1.758296371483691889e+00
3.099999999999999978e-01, 1.820487325722008665e+00
3.200000000000000067e-01, 1.882964759041386493e+00
3.300000000000000155e-01, 1.945724645718198254e+00
3.400000000000000244e-01, 2.008763051628982055e+00
3.500000000000000333e-01, 2.072076131074809258e+00
3.599999999999999867e-01, 2.135660123758297058e+00
3.699999999999999956e-01, 2.199511351903958190e+00
3.800000000000000044e-01, 2.263626217513261540e+00
3.900000000000000133e-01, 2.328001199746408734e+00
4.000000000000000222e-01, 2.392632852423394851e+00
4.100000000000000311e-01, 2.457517801637460142e+00
4.199999999999999845e-01, 2.522652743474509407e+00
4.299999999999999933e-01, 2.588034441832522958e+00
4.400000000000000022e-01, 2.653659726335390712e+00
4.500000000000000111e-01, 2.719525490335974904e+00
4.600000000000000200e-01, 2.785628689003549763e+00
4.700000000000000289e-01, 2.851966337491087522e+00
4.799999999999999822e-01, 2.918535509178153742e+00
4.899999999999999911e-01, 2.985333333985444870e+00
5.000000000000000000e-01, 3.052356996757253249e+00
5.100000000000000089e-01, 3.119603735708380121e+00
5.200000000000000178e-01, 3.187070840932225479e+00
5.300000000000000266e-01, 3.254755652966993651e+00
5.400000000000000355e-01, 3.322655561417130698e+00
5.500000000000000444e-01, 3.390768003627288252e+00
5.600000000000000533e-01, 3.459090463406262472e+00
5.700000000000000622e-01, 3.527620469798514513e+00
5.799999999999999600e-01, 3.596355595901011171e+00
5.899999999999999689e-01, 3.665293457723256765e+00
5.999999999999999778e-01, 3.734431713088508076e+00
